index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CWUR0000SEHM     ,CWUR0000SEHM     ,"Tools, hardware, outdoor equipment and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,99.1,97.1,96.3,94.9,92.7,92.8,94.0,94.3,94.334,93.833,94.59299999999999,92.35,92.803,93.11200000000001,93.271,92.79799999999999,92.781,91.63,91.113,91.23700000000001,92.245,93.853
CWUR0000SEHM01   ,CWUR0000SEHM01   ,"Tools, hardware and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,97.4,97.9,97.0,95.5,92.6,95.1,98.5,100.0,99.77600000000001,100.176,100.124,97.764,99.09100000000001,100.48899999999999,101.51100000000001,101.186,101.23899999999999,98.98,98.521,99.291,99.54899999999999,99.37899999999999
CWUR0000SEHM02   ,CWUR0000SEHM02   ,"Outdoor equipment and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,100.0,96.3,95.4,93.9,92.1,90.6,90.3,89.5,89.65899999999998,88.384,89.499,87.402,87.456,87.193,86.788,86.316,86.31200000000004,85.95100000000002,85.51299999999998,85.287,86.773,89.666
CWUR0000SEHN     ,CWUR0000SEHN     ,"Housekeeping supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,34.7,35.5,37.0,38.6,39.2,40.4,47.2,57.5,61.7,66.1,70.4,75.6,83.4,91.2,97.0,100.3,102.7,106.3,108.5,111.8,115.1,121.2,125.5,129.4,130.2,131.1,132.5,137.3,141.5,143.7,146.6,149.1,154.4,159.2,160.5,157.9,157.8,160.5,167.1,169.838,177.334,184.43200000000002,184.705,186.945,191.12400000000002,190.53099999999998,188.878,187.90599999999998,187.77900000000002,186.453,188.271,191.873,198.389
CWUR0000SEHN01   ,CWUR0000SEHN01   ,"Household cleaning products in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,102.6,105.3,109.1,110.2,108.3,107.1,108.2,111.8,112.679,116.65,122.397,121.64200000000001,122.602,124.096,122.39,120.28200000000001,120.242,121.009,119.92,120.59,122.741,126.40899999999999
CWUR0000SEHN02   ,CWUR0000SEHN02   ,"Household paper products in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,105.3,113.6,118.5,118.6,116.5,120.2,124.9,131.5,135.08700000000002,146.303,155.576,157.691,161.388,167.06400000000005,169.52200000000005,169.351,167.873,167.91299999999995,167.45,168.69400000000005,174.399,184.645
CWUR0000SEHN03   ,CWUR0000SEHN03   ,"Miscellaneous household products in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,103.0,104.5,105.8,107.1,105.6,104.5,105.6,110.1,112.684,115.363,115.993,116.17,117.066,119.988,119.434,119.00399999999999,117.964,116.53,115.589,117.665,118.477,120.506
CWUR0000SEHP     ,CWUR0000SEHP     ,"Household operations in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,104.9,111.1,116.2,119.7,122.9,126.8,132.8,139.0,143.054,150.13,152.81799999999996,152.707,154.495,158.274,160.998,165.89,172.40200000000004,179.09799999999996,185.021,196.69299999999998,207.505,213.398
CWUR0000SEHP01   ,CWUR0000SEHP01   ,"Domestic services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,105.0,109.6,113.2,117.5,120.7,123.4,127.9,131.8,136.455,141.07399999999996,142.469,142.793,143.61,145.711,148.30200000000005,152.172,154.328,156.724,160.879,165.979,171.21,174.023
CWUR0000SEHP02   ,CWUR0000SEHP02   ,"Gardening and lawncare services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.8,112.1,118.0,119.4,121.5,124.5,129.2,138.4,142.41299999999995,153.466,158.637,157.269,158.941,161.641,161.844,166.327,171.93599999999995,174.24099999999999,179.6,192.52,207.015,218.44799999999998
CWUR0000SEHP03   ,CWUR0000SEHP03   ,"Moving, storage, freight expense in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,105.6,109.7,113.0,116.5,119.2,121.3,127.5,130.2,130.232,132.155,128.554,125.758,126.529,129.31799999999998,131.232,135.55700000000002,145.09799999999996,159.40200000000004,164.09099999999995,178.857,186.547,189.363
CWUR0000SEHP04   ,CWUR0000SEHP04   ,"Repair of household items in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,107.1,113.0,121.1,126.9,132.5,141.7,150.7,158.2,165.21,174.283,181.24,186.68099999999998,,202.618,211.768,219.91099999999997,227.593,234.88299999999998,247.48,261.764,277.903,280.671
CWURN000SAH      ,CWURN000SAH      ,"Housing in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.6,105.4,108.8,109.9,112.7,115.7,119.3,123.7,127.32700000000001,131.675,132.357,132.075,134.338,136.287,139.03799999999998,142.336,144.47,146.835,150.534,154.366,158.52100000000004,161.939
CWURN000SAH1     ,CWURN000SAH1     ,"Shelter in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.9,106.3,109.1,112.0,114.4,117.7,120.2,123.8,128.138,131.208,133.04,132.7,134.904,137.339,140.381,143.911,147.13299999999995,150.89,155.143,160.002,165.426,169.61900000000003
CWURN000SAH2     ,CWURN000SAH2     ,"Fuels and utilities in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,99.1,105.7,114.8,109.7,117.6,123.2,135.3,147.0,151.158,165.97099999999998,159.92700000000005,161.86700000000005,166.74400000000003,166.924,171.55599999999995,178.77599999999995,178.08700000000005,176.683,182.69799999999998,184.49900000000002,184.59099999999998,184.912
CWURN000SAH21    ,CWURN000SAH21    ,"Household energy in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,98.1,105.6,116.1,109.3,117.9,123.2,136.1,148.6,152.075,168.313,159.308,159.751,164.092,162.14600000000004,166.175,173.66099999999997,170.708,167.385,173.34900000000005,174.188,173.0,171.852
CWURN000SAH3     ,CWURN000SAH3     ,"Household furnishings and operations in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,100.3,100.6,100.2,99.1,97.6,96.5,96.9,97.5,97.295,98.23200000000001,99.33,97.47200000000001,97.698,98.714,97.851,96.175,95.551,94.581,93.529,94.096,95.527,97.40799999999999
CWURN000SAH31    ,CWURN000SAH31    ,"Household furnishings and supplies in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.665,98.762,99.613,98.529,96.45100000000001,95.50200000000001,94.17,92.631,92.751,93.624,95.288
CWURN000SEHA     ,CWURN000SEHA     ,"Rent of primary residence in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,103.2,105.7,109.1,112.3,115.2,118.2,121.3,125.4,130.516,134.881,137.56799999999998,137.31,140.399,143.061,146.985,150.881,154.637,158.961,163.997,169.51,175.78400000000005,181.551
CWURN000SEHC     ,CWURN000SEHC     ,"Owners' equivalent rent of residences in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,103.3,105.5,108.3,111.2,113.5,116.2,118.8,122.5,126.292,129.282,131.385,131.435,133.317,135.61700000000002,138.308,141.52700000000004,144.438,148.058,152.19899999999996,156.58700000000005,161.625,166.00799999999995
CWURN000SEHC01   ,CWURN000SEHC01   ,"Owners' equivalent rent of primary residence in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,103.3,105.5,108.3,111.2,113.5,116.2,118.8,122.5,126.292,129.282,131.385,131.439,133.32,135.61700000000002,138.30700000000002,141.532,144.444,148.065,152.21,156.60299999999995,161.643,166.028
CWURN000SEHF     ,CWURN000SEHF     ,"Gas (piped) and electricity in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,98.3,103.9,114.8,108.6,116.5,120.8,131.9,143.7,146.321,158.955,153.298,152.372,154.86700000000005,153.04399999999995,157.059,164.372,163.42600000000004,160.808,166.104,166.05900000000003,165.162,164.93400000000003
CWURN000SEHF01   ,CWURN000SEHF01   ,"Electricity in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,99.2,101.1,108.1,106.0,108.9,111.2,117.4,129.5,133.509,142.876,145.808,145.611,149.357,150.27700000000004,153.97899999999996,160.466,162.311,160.386,164.24900000000005,164.548,164.607,164.583
CWURN000SEHF02   ,CWURN000SEHF02   ,"Utility (piped) gas service in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,95.5,112.6,136.6,116.5,143.2,154.5,184.2,191.6,188.149,214.054,167.215,162.756,158.539,144.361,149.234,159.58700000000005,143.821,138.067,149.127,148.036,143.281,142.586
CWURS000SAH      ,CWURS000SAH      ,"Housing in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,106.6,110.9,115.8,120.3,123.6,126.6,129.3,132.1,135.5,138.9,142.7,146.3,152.0,159.2,163.7,168.5,172.7,178.8,185.8,192.018,198.495,199.747,199.64,201.98,205.312,210.017,215.929,220.812,227.33900000000003,235.195,242.701,250.108,256.373
CWURS000SAH1     ,CWURS000SAH1     ,"Shelter in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,108.2,113.1,119.2,124.3,128.3,131.4,134.9,138.5,142.4,146.8,152.1,157.1,163.1,170.5,178.3,183.2,187.9,193.0,199.9,207.483,213.111,216.27700000000002,216.149,218.65900000000002,223.775,229.415,236.275,244.5,253.89,263.459,272.863,282.335,289.902
CWURS000SAH2     ,CWURS000SAH2     ,"Fuels and utilities in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,103.8,107.7,111.3,115.1,117.7,121.5,122.4,123.3,126.9,130.2,128.7,128.4,137.6,150.5,142.8,155.0,162.5,180.6,195.6,201.828,220.812,211.28900000000002,215.69799999999998,221.111,217.735,224.106,233.81,226.47,225.717,234.793,241.06099999999998,243.358,246.81799999999998
CWURS000SAH21    ,CWURS000SAH21    ,"Household energy in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.1,109.7,113.2,116.3,117.5,122.2,122.4,122.4,126.2,129.0,126.0,125.0,135.2,149.7,139.5,152.8,160.1,180.2,196.7,202.40200000000002,222.94099999999997,208.667,210.685,214.179,206.855,211.956,221.165,209.42700000000002,205.86700000000002,214.218,218.687,218.954,220.65900000000002
CWURS000SAH3     ,CWURS000SAH3     ,"Household furnishings and operations in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,103.3,105.0,106.9,109.3,111.1,112.4,114.0,115.5,116.5,116.4,117.7,118.1,119.2,120.2,118.9,116.1,115.7,116.4,117.3,117.291,118.189,118.75299999999999,114.98899999999999,114.06,114.215,113.061,111.369,110.00200000000001,108.90299999999999,108.0,107.965,109.76,111.962
CWURS000SAH31    ,CWURS000SAH31    ,"Household furnishings and supplies in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.395,97.4,97.273,95.882,93.775,91.861,90.234,89.01299999999998,88.10600000000002,89.29799999999999,91.06299999999999
CWURS000SEHA     ,CWURS000SEHA     ,"Rent of primary residence in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,106.4,110.9,115.9,120.1,123.0,125.5,128.1,130.8,134.2,138.4,143.7,149.1,155.4,163.4,170.7,176.1,180.9,186.7,193.6,202.253,209.92,214.517,215.028,217.937,224.155,230.766,238.456,247.829,258.004,268.81,279.16,289.57599999999996,298.288
CWURS000SEHC     ,CWURS000SEHC     ,"Owners' equivalent rent of residences in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,108.6,114.1,120.4,125.0,129.1,132.5,136.4,140.2,144.0,148.2,153.6,158.5,164.0,171.4,179.7,184.6,188.6,193.1,200.1,207.17,212.36700000000002,215.81,215.75900000000001,217.975,222.58,227.832,234.12099999999998,241.778,250.74200000000002,259.70799999999997,269.086,278.332,286.39799999999997
CWURS000SEHC01   ,CWURS000SEHC01   ,"Owners' equivalent rent of primary residence in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,108.6,114.1,120.4,125.0,129.1,132.5,136.4,140.2,144.0,148.2,153.6,158.5,164.0,171.4,179.7,184.6,188.6,193.1,200.1,207.17,212.36700000000002,215.81,215.75599999999997,217.96099999999998,222.571,227.833,234.122,241.783,250.761,259.75,269.14799999999997,278.39799999999997,286.461
CWURS000SEHF     ,CWURS000SEHF     ,"Gas (piped) and electricity in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,104.7,109.2,111.1,114.8,116.6,121.6,122.0,122.0,124.9,127.9,125.6,124.5,132.2,147.6,137.9,150.4,156.7,174.7,190.2,195.278,212.077,201.50099999999998,202.037,202.317,194.597,200.00900000000001,208.947,200.18,197.928,205.201,208.06099999999998,208.715,211.46
CWURS000SEHF01   ,CWURS000SEHF01   ,"Electricity in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7,108.2,113.0,116.0,121.5,123.2,126.6,126.0,130.0,131.0,131.4,128.7,126.9,128.4,138.4,136.3,139.6,141.9,151.3,171.7,179.44400000000005,189.862,196.044,197.388,199.77200000000002,197.623,200.338,207.132,206.253,203.95,208.081,211.065,211.96900000000002,214.812
CWURS000SEHF02   ,CWURS000SEHF02   ,"Utility (piped) gas service in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,99.3,103.3,103.4,104.2,106.2,113.9,115.6,109.5,115.4,122.3,119.4,119.6,140.1,166.6,141.2,175.5,191.5,229.9,230.9,228.888,262.471,204.13299999999998,202.18099999999998,196.24400000000003,175.421,186.93,200.69299999999998,172.697,170.74900000000005,185.62599999999998,188.03599999999997,188.019,189.93200000000002
